Lfd Nr;Tatzeit;Tatort;Sachverhalt;TV;Phänomenbereic h;Zähldelikt §;Bezeichnung;Betroffene Partei
380;28.02.2021;Elmshorn;"UT suchte zwischen ca. 16.30 Uhr und 21.05 Uhr achtmal die Anschrift eines NPD-Partei-Funktionärs auf. Er klingelte und äußerte über die Gegensprechanlage: ""Ich bring dich um, du Nazischwein"", ""Deutscher Dreck"" und ""Wir stechen dich ab"". Die Vorfälle stehen mutmaßlich im Zusammenhang mit dem Outing des GS durch unbekannte Personen aus dem Kreis der Antifa via Internet sowie mittels Flugblattaktion in der Nachbarschaft des GS. Gegenstand des Outings ist dabei nicht nur die Parteiarbeit des GS, sondern auch der Verdacht, dass er federführend bei der Gründung und der Administration des nationalsozialistischen internet-basierten Netzwerks ""Division Sankt Michael"" war und ist.";0;Links;§238 StGB;Nachstellung;Sonstige Partei
381;01.03.2021;Elmshorn;"UT suchte zwischen ca.16.00 Uhr und 16.29 Uhr mehrfach die Anschrift eines NPD-Partei-Funktionärs auf. Nach Klingeln bedrohte er den GS über die Gegensprechanlage als ""Hurensohn"", forderte ihn auf, aus dem Haus zu treten und kündigte an, den GS abzustechen und dessen Familie umbringen zu wollen. Die Vorfälle stehen mutmaßlich im Zusammenhang mit dem Outing des Opfers aus dem Kreis der Antifa via Internet sowie mittels Flugblattaktion in der Nachbarschaft des GS. Gegenstand des Outings ist dabei nicht nur die Parteiarbeit des GS, sondern auch der Verdacht, dass er federführend bei der Gründung und der Administration des nationalsozialistischen internetbasierten Netzwerks ""Division Sankt Michael"" war und ist.";0;Links;§238 StGB;Nachstellung;Sonstige Partei
382;03.03.2021;Elmshorn;Outing eines fraglichen Neonazis per Plakatierung durch die sog. Antifa Pinneberg;0;Links;§238 StGB;Nachstellung;Sonstige Partei
383;04.03.2021;Kiel;"Von dem Geschäftsführer der AfD-Ratsfraktion Kiel wird über die Onlinewache der Polizei Anzeige erstattet. Dieser erhielt ein Drohschreiben an seine Privatadresse. Auf der Vorderseite befand sich neben Namen und Anschrift des GS der Schriftzug: ""Obacht, Kammler! Wir behalten Dich im Auge...""Auf der Rückseite ist ein Foto, auf dem rechts ein Eisenbahn-Güterwagen zu sehen ist, im Flintergrund ein Torhaus, wohl das Torhaus von Auschwitz-Birkenau. Über dem Foto ist der Schriftzug ""Kammlers (Corona) Liste"" aufgedruckt. Der GS nimmt das Schreiben als ernsthaft Bedrohung wahr. cov#19";0;Links;§241 StGB;Bedrohung;AfD
384;09.01.2021;Flensburg;Auf die sexuelle Orientierung von Mitgliedern der Grünen Partei zielende Beleidigung über Facebook durch den BS.;1;Nicht zuzuordnen;§185 StGB;Beleidigung;Bündnis 90/Die Grünen
385;17.03.2021;Elmshorn;Outing eines UT gegen des GS, eines fraglichen Neonazis per Flugblattaktion durch die Antifa.;0;Links;§238 StGB;Nachstellung;Sonstige Partei
386;18.03.2021;Plön;"Am 18.03.2021 werden drei Personen im Bereich der Bahnofstraße/Unterführung in Plön gemeldet, welche ein Graffiti mit dem Tag ""FCK NSZ"" in roter Farbe um einen kleinen ""FCK AFD"" Aufkleber herum sprayen. Die Personen flüchten und können nicht mehr angetroffen oder ermittelt werden.";0;Links;§303 StGB;Sachbeschädigung;AfD
387;23.03.2021;Neumünster;"Der UT schlug vermutlich mit einem Stein das Fenster eines Büros des Kreisverbandes der Partei ""SPD"" ein. Hinter dem tatbetroffenen Fenster liegt das Büro der GS. Diese ist Vizepräsidentin des schleswig-holsteinischen Landtags und Landesabgeordnete der Partei ""SPD"". Sie habe sich des Öfteren öffentlich gegen Rechts ausgesprochen.";0;Rechts;§303 StGB;Sachbeschädigung;SPD
388;09.01.2021;Saarlouis;"Der BS (Facebook-User) kommentierte unter der Regierungserklärung des Ministerpräsidenten des Saarlandes folgenden Post: ""Da (Nachname des GS) dackel gehört geschossen, wird Zeit das hier auch alles gestürmt wird, wie das Kapitol, weil die Leute wach geworden sind, aber hier nur noch Flitzpiepen"". Motivation für diesen Kommentar seien seine existenziellen und finanziellen Ängste auf Grund der Regelungen, wie Kurzarbeit, im Zusammenhang mit der Corona-Pandemie. cov#19 Lt. AM. TF & ND ergänzt.";1;Nicht zuzuordnen;§111 StGB;Öffentliche Aufforderung zu Straftaten;CDU
389;10.01.2021;St. Wendel;Der TV postete in Facebook, das der Bundesgesundheitsminister und der Bay. MP geistig behindert und von Hintern begeistert sind. Der Beitrag befasste sich im Kontext zur Corona-Pandemie. cov#19;1;Nicht zuzuordnen;§185 StGB;Beleidigung;CDU, CSU
390;14.01.2021;Fleusweiler;Der TV versandte eine E-Mail an die Ministerin für Bildung und Kultur des Saarlandes mit folgendem Inhalt: Du profilierungsgeile Parteihure. Lass die Kinder zu Flause! Ich wünsche dir den übelsten Coronavirus an den HaIs. Fuck you. cov#19;1;Nicht zuzuordnen;§185 StGB;Beleidigung;SPD
391;18.02.2021;Saarbrücken;UT schrieben auf ein Plakat mit dem Lichtbild des Oberbürgermeister von Saarbrücken: Ich bin ein Stadionversager. Weiterhin wurden Texte ergänzt, indem der GE zugibt im Kontext des Ludwigspark, versagt zu haben.;0;Nicht zuzuordnen;§185 StGB;Beleidigung;CDU
392;26.02.2021;St. Wendel;"Einem namentlich bekannten Zeugen sind mehrere Plakate im Innenstadtbereich St. Wendel aufgefallen, welche die Bundeskanzlerin (CDU), den Bayerischen Ministerpräsidenten (CSU) und den Saarländischen Ministerpräsidenten (CDU), in Sträflingsbekleidung und mit"" Hitlerbä rtchen"" zeigen. Die Portraits waren auf weißem Kopierpapier in schwarz kopiert und an verschiedenen Laternenmasten befestigt";1;Rechts;§185 StGB;Beleidigung;CDU, CSU
393;03.03.2021;Saarbrücken;"Auf verschiedenen Anschlüssen der Bediensteten der Staatskanzlei des Saarlandes gingen mehrere Anrufe mit unterdrückter Rufnummer ein. Der Inhalt der Anrufe beschränkt sich auf die Forderung umgehend den Ministerpräsidenten sprechen zu wollen und mehrfachen Beleidigungen bezogen auf den Ministerpräsidenten: „Nazi-Flans"", „braun angehaucht"" und bezogen auf die angerufenen Bediensteten: „Stasi-Braut"" und diversen generellen Vergleichen der Politik mit dem NS-Regime. Als Motivlage wurde durch den Täter die mit Flintergrund der Covid-19 Pandemie beschlossene Regelung, dass man nach Deutschland nur mit einem negativen Schnelltest einreisen darf, benannt. Eine konkrete Drohung oder bestimmte Forderungen wurden nicht ausgesprochen. Anrufer war eine männliche Person, vermutlich mittleren Alters, mit französischem oder luxemburgischen Akzent. cov#19";0;Nicht zuzuordnen;§185 StGB;Beleidigung;CDU
394;05.02.2021;Saarbrücken;Die Beschuldigte hat sich des o.g. Deliktes schuldig gemacht, indem sie die folgende strafrechtlich relevante Nachricht an den saarländischen Ministerpräsidenten versandte: „So werden Sie nicht mehr lange schauen IIII1 Für den Tod meiner Freundin, den Sie zu verantworten haben, werden Sie & Ihre Familie zahlen!!! Das IST ein Versprechen!!! An Ihren Fländen klebt Blut111'1 Im Laufe durchgeführter Ermittlungen räumte die Beschuldigte die Tat ein. Ihr Motiv war persönliche Verärgerung über einen ohne Angabe von Gründen abgesagten Termin einer Bürgersprechstunde.;1;Nicht zuzuordnen;§185 StGB;Beleidigung;CDU
395;16.02.2021;Saarbrücken;"Der Beschuldigte veröffentlichte auf Facebook ein verändertes Wahlplakat der AfD. Dabei wurde das Gesicht der Geschädigten widerrechtlich verwendet und in das Wahlplakat eingefügt. Die Geschädigte ist Schatzmeisterin im Kreisverband Mannheim der Partei ""Die Partei"", Gemeinderätin und Landtagskandidatin für Mannheim Süd. Da die AfD der Geschädigten mit ihren Ansichten grundsätzlich zuwider ist, fühlt sie sich durch diese unrechtmäßige Nutzung ihres Profilbildes als Person herabgewürdigt.";1;Nicht zuzuordnen;§185 StGB;Beleidigung;Sonstige Partei
396;15.01.2021;Mulda;AZEin postete in ihren Account bei Facebook einen Beitrag über ihren Besuch im Deutschen Bundestag und dem Austausch mit einigen Bundestagsabgeordneten der AfDFraktion und wies auf den bevorstehenden Wahlkampf hin. Der Beitrag wurde von einem gewissen 'Markus Wolf mit folgenden Worten kommentiert:'Drecksfaschisten.re... Du und Deinesgleichen gehört jeden Tag geprügelt, geteert und gefedert und zum Dorf hinausgetrieben...Niemals werden wir es zulassen das Ihr wiederliches Drecksp.ck unser Deutschland in die braune Zeit zurück führt... Socialismo o muerte' Der Kommentar wurde bereits wegen des Verstoßes gegen die Gemeinschaftsstandards von Facebook gelöscht. It. ABM v 30.03.21 TTM Flassposting ergä.;0;Links;§185 StGB;Beleidigung;AfD
397;25.01.2021;Bad Düben;Durch UT werden vom Fahrzeug des Geschädigten vom rechten Vorderrad drei von fünf Radmuttern komplett entwendet und die letzten zwei Radmuttern gelockert. Das Fahrzeug stand zum Tatzeitpunkt vor dem Wohnhaus des Geschädigten und war frei zugänglich. Der Geschädigte ist Vorsitzender des AFD Kreisverbandes Nordsachsen und als solcher im Umfeld bekannt. #SokoLinX;0;Links;§315B StGB;Gefährliche Eingriffe in den Straßenverkehr;AfD
398;21.01.2021;Dresden;Auf dem Bürgerportal der Polizei Sachsen ging eine Anzeige einer anscheinend 'fiktiven' Person ein. In dieser wird eine IM-Erika und der Text' Wir schaffen das' angezeigt. Weiterer Angaben zur Anzeige beinhalten beleidigende Äußerungen zum Nachteil von der Buka*in. So wurde als Klarname: Angelo Ferkel und unter Sonstiges: Bundesgonslerin und FDJ-Aktivistin der SED sowie Zuträgerin des MfS als 'IM-Erika' geschrieben;0;Nicht zuzuordnen;§185 StGB;Beleidigung;CDU
399;19.01.2021;Leipzig;Auf der Plattform Jodel formuliert ein unbekannter Nutzer folgenden Kommentar:'Plessavia, sehr wahrscheinlich sehr tot, aber schon seit gut 10 Jahren Toter Löwe, frag mal die AFD-Schwuchtel bei den Sachse, er war vormals bei denen und hatte laut eigener Aussage auch die eine oder andere 'bundesbrüderliche' Erfahrung..'[sic.];0;Nicht zuzuordnen;§185 StGB;Beleidigung;AfD
400;31.01.2021;Ebersbach- Neugersdorf;"Der BS schrieb eine E-Mail, an das Bürgerbüro der sächs. Staatskanzlei, den Landrat, das Gesundheitsamt und an das Wahlkreisbüro des MP K., mit folgendem Inhalt: ""Allen Politdarstellern der interNAZIonalistischen und antideutschen Einheitsparteien (tw. ist AfD dazuzurechnen) mit ihren kleinen und großen Führer-Syndromen (idR. alle namentlich in den 99%-Merkill-Einheitsmedien der BRiD im Zusammenhang mit Coronamaßnahmen genannten) sowie den falschen Proheten und echten Scharlatanen.......aber auch die vielen Statisten dieses Lügenspieles fern einer Pandemie mit und ohne Parteibücher sei gesagt: WIR hier im VOLK vergessen nicht! NICHTS! Laut GG sind WIR der SOUVERÄN und nicht Ihr vielen kleinen Adolfs und Göbbels! IHR habt UNS zu dienen! Wer sind jetzt die Nazis??????????? Rechte können es nicht sein, den die NSDAP war eine .Sozialistische...D....A.....Partei! Ergo ganz klar Linke, wie es Göring, Göbbels, Hitler in ""Mein Kampf"" uva. Nazigrößen einst propagierten. Das ""Dritte Reich"" war nur der erste Versuch mit Panzern"". Ich empfehle JEDEM Musterdemokraten in der CDU und erst recht denen in den kommunistischen DEU-feindlichen Parteien der SPDSEDGrünen"" die Lektüre des Buches ""Die Naziwurzeln der Brüsseler EU""! Wer dann immer noch die Agenda dieses über ""Corona und Mutationen auf Ewig"" geplante ""Digitalen Vierten Überwachungs-Reiches"" mitträgt ist später als Täter zu würdigen und verantwortlich zu machen...."". cov#19 Lt. NM v. 10.02.2021 TV gel. und erg.";1;Nicht zuzuordnen;§90 A StGB;Verunglimpfung des Staates und seiner Symbole;Bündnis 90/Die Grünen, SPD, CDU
401;25.01.2021;Delitzsch;UT entfernte die Radmuttern am PKW des GS welcher AfD Mitglied ist. #SokoLinX Nachtragsmeldungvom 15.02.2021 extt.Krim. auf ja geändert.;0;Links;§315B StGB;Gefährliche Eingriffe in den Straßenverkehr;AfD
402;13.01.2021;Bad Lausick;Der GS erhielt von Unbekannt einen Brief per Post. Den Inhalt des Briefes deutet der GS als Morddrohung. Außerdem fühlt sich der GS in seiner Ehre verletzt, da er als Nazi betitelt wird. GS ist Mitglied der AfD.#SokoLinX;0;Links;§185 StGB;Beleidigung;AfD
403;08.02.2021;Hohenstein- Ernstthal;"Der BS kommentiert einen Beitrag des GS, Landesvorsitzender der Partei ""Die Linke"", mit folgendem Kommentar"" Auch Dein Strick ist schon geknüpft"".";1;Nicht zuzuordnen;§241 StGB;Bedrohung;Die Linke
404;12.02.2021;Dresden;UTV schreibt über das Kontaktformular der CDU-Internetseite beleidigenden und bedrohlichen Inhalt an den CDU Landesverband Sachsen. Wortlaut im Original: 'Wenn ihr dummen, verfickten, CDU-Nazischweine nur noch eine einzige neue Corona Verordnung erlasst, geht ihr Dreckschweine alle ins Gas. Fickt euch ihr Wichser.' [sic] cov#19;0;Nicht zuzuordnen;§185 StGB;Beleidigung;CDU
405;22.01.2021;Schwarzenberg;Beamte der Bundespolizei stellten im Rahmen der allgemeinen Streifentätigkeit am Nahverkehrshaltepunkt Bahnhof Schwarzenberg-Neuwelt an der Verglasung vom Fahrplanaushang zwei Schriftzüge fest. Der erste Schriftzug: 'Sieg Heil' mit Hakenkreuz. Der zweite Schriftzug: 'Merkel in den Knast...';0;Rechts;§86A StGB;Verwenden von Kennzeichen verfassungswidriger Organisationen;CDU
406;11.01.2021;Großschirma;"In einer priv. Facebookgr. (Landtagsabgeordnete der Grünen) ""Gemeinsam für die Heimat"" wurde ein Foto geteilt. Das Foto wurde im Rahmen einer Pressekonferenz/Tagung von der GS und dem Verein ""Deutsche Gesellschaft für Transidentität und Intersexualität (dgti) gemacht. Die drei anderen GS sind Mitglieder dieses Vereins. Seit 2019 wird dieses Bild immer wieder auf Facebook geteilt - zumeist mit der Überschrift ""Das sind die Grünen im bayerischen Landtag...und nein: Das ist KEIN Scherz..."". Der BS kommentierte das Bild mit: ""Das hätte dagegen geholfen"" anbei ein Bild: Braune Schachtel mit der Aufschrift ""mondos"".";1;Nicht zuzuordnen;§185 StGB;Beleidigung;Bündnis 90/Die Grünen
407;15.02.2021;Gablenz;"Über den Facebook Messenger wurde der GS (MdB der AfD) als ""Widerlicher Nazipisser"" beleidigt.";0;Links;§185 StGB;Beleidigung;AfD
408;11.03.2021;Görlitz;"Der BS beschimpft den GS (AfD Mitglied) auf Facebook als einen ""Neonazi"".";1;Links;§185 StGB;Beleidigung;AfD
409;11.03.2021;Dresden;"Anonymer Anzeigenerstatter zeigt an, das der Twitternutzer ""ANTIFA NORDSACFISEN(at)AntifaNordsachs"" auf einen Artikel der Jungen Freiheit über den Überfall mutmaßlicher Linksextremer auf den Landeschef der NPD Jugendorganisation kommentiert: 'Mir sowas von Wurscht ob ein Nazi paar geplättet bekommen hat. Jeder der sich dafür entscheidet Nazi zu sein beschwört das Karma herauf und muß mit eventuellen Konsequenzen leben. Pech.'[sic]";0;Links;§140 StGB;Belohnung und Billigung von Straftaten;Sonstige Partei
410;07.03.2021;Dresden;"UT schmierte den Schriftzug ""Bonzen schlachten"" an eine Grundstücksmauer.";0;Links;§303 StGB;Sachbeschädigung;Sonstige Partei
411;04.03.2021;Doberschau;UT gelangt zur Anzeige, da dieser in dem benannten Tatzeitraum und Tatort die Schriftzüge 'Antifa und FCK AFD' mit Farbe anbringt.;0;Links;§303 StGB;Sachbeschädigung;AfD
412;07.03.2021;Colditz;Ausbremsen AfD-Fahrzeug und Beleidigung in Colditz B107, es wurde jedes mal der Mittelfinger gezeigt.;0;Links;§240 StGB;Nötigung;AfD
413;22.03.2021;Chemnitz;"Der BS versendete eine E-Mail an den Ministerpräsidenten und weitere 20 verschieden Adressaten, darunter 5 Poststellen (Funktionspostfächer) von Behörden und Institutionen. Inhalt der Email mit Betreff: ""K. du Scheinheiliges Mistsschwein. https://www.tag24.de/nachrichten/regionales/sachsen/in -der-corona-falle-wie-lange-haelt-sachsen-das-noch-aus-1890402 Michael du bist ein verlogenes CDU-Dreckschwein und bleibst es auf Lebenszeit. Das verraten mir deine hohlen Fräsen und deine Teufelsaugen. Du wirst eher der Buka*in in den Arsch kriechen als für uns Sachsen zu kämpfen. Schere dich aus dem Amt, bevor wir dir sekündlich ein Plug in deinen dämlichen Arsch. cov#19";1;Rechts;§185 StGB;Beleidigung;CDU
414;03.01.2021;Probstzella;"cov#19 Der Ortsteilbürgermeister (SPD) bekommt zum wiederholten Mal einen Brief in die Gemeindeverwaltung zugesandt, mit politischen und persönlichen Beleidigungen, u. a. mit ""Stasischweine"", ""schwule Drecksau"", ""asozialen Kommunisten"", ""asoziale Kommunistenschweine"". Zudem schreibt TV ""...ein Wunsch ist, dass alle Affen in den Gemeinden das Virus bekommen und tausende dahinrafft..."" und ""Diesen Brief erhalten auch die Stasi- Nazis in Gräfenthal und Lehesten"".";1;Rechts;§185 StGB;Beleidigung;SPD
415;26.01.2021;Kaulsdorf;"cov#19 TV beleidigte auf der Facebook-Seite des GS (MdL CDU) diesen mit ""Ihr wiederliches Gesindel gehört am nächsten Baum aufgehängt"". Der GS veröffentlichte auf seiner Facebook-Seite aktuelle Informationen zur neuen Corona-Sondersendung für Thüringen.";1;Nicht zuzuordnen;§111 StGB;Öffentliche Aufforderung zu Straftaten;CDU
416;05.01.2021;Erfurt;"In der Thüringer Staatskanzlei ging ein einseitiger Brief ein, der 28-mal in Folge ""... (Name Thüringer Ministerpräsident) VERRECKE"" und 15 mal in Folge ""SIE TÖTEN MENSCHEN"" in Computerschrift geschrieben, enthielt.";0;Rechts;§185 StGB;Beleidigung;Die Linke
417;04.01.2021;Isseroda;"cov#19 In einem Waffengeschäft gingen zwei E-Mails ein, in der ersten Mail bittet der Absender um den Verkauf einer scharfen Schusswaffe, die er für den Kampf gegen ""scharf bewaffnete Impf-Kommandos"" benötigen würde. In beiden Mails legt der Absender in verschwörungstheoretischer Diktion umfassend dar, dass die derzeit regierenden ""Sozialisten beabsichtigen, die Anzahl der Menschen mit Impfstoffen, bewusst provozierten Notständen und Bürgerkriegen zu dezimieren."" Dabei zieht er Vergleiche zur Machtergreifung der Nationalsozialisten.";0;Rechts;§185 StGB;Beleidigung;Die Linke
418;17.03.2021;Weimar;"cov#19 UT verschickt Werbepostkarte der Zeitung mit dem Schriftzug ""...(Name Thüringer Ministerpräsident) -SPD Legt die Sau um - Leiche ins KZ Buchenwald. Heil Hitler Corona.""";0;Rechts;§86A StGB;Verwenden von Kennzeichen verfassungswidriger Organisationen;Die Linke
419;19.01.2021;Erfurt;An das Instagram-Profil des Fraktionsvorsitzenden der AfD im Thüringer Landtag wurde eine beleidigende/bedrohende Nachricht geschickt. Der GS fühlt sich durch den Inhalt dieser Nachricht in seiner Ehre verletzt und respektive bedroht und stellt in diesem Kontext Strafantrag.;0;Links;§241 StGB;Bedrohung;AfD
420;21.02.2021;Ilmenau;"Als Reaktion auf eine Aktion der Fraktion AfD zur Wiederbelebung der Innenstadt ging eine E-Mail ein, in der Vorschläge zur Plakatierung der Innenstadt gemacht werden: ""Nazis essen"", ""Nazis kochen"", ""Nazis treten"", ""Nazis bei 180 Grad backen"", ""Nazis schubsen"" und ""Unser Stadtrat hat etwas braune Scheiße am Schuh, wir nicht"". Die Textverschläge werden nicht auf eine Person oder Partei bezogen.";0;Links;§185 StGB;Beleidigung;AfD
